6569,27672
8515,11672
6363,1752
4214,2058
855,12635
9607,11753
9280,15127
2206,13842
5602,1955
8380,9878
1493,13184
6654,20290
7981,2319
6826,682
8204,7687
5809,5800
8394,29995
1978,3736
9052,2119
1725,13369
2132,11652
8654,10177
7940,8374
6108,3796
2961,27564
6040,3085
2989,613
5338,7325
7167,187
9633,2482
5639,15377
89,18921
8148,3142
8354,3980
4303,2443
9003,1762
4314,901
9935,565
7561,3426
9916,10508
8315,8736
9054,33780
6570,4582
2649,2815
2233,8852
1126,2624
4810,15130
6979,11993
3105,16082
3862,23503
8704,12205
1589,28450
2516,817
6645,40934
7698,5811
5477,199
9037,1103
7039,5882
7168,8820
2557,11866
6672,728
9159,865
2646,25689
4820,3408
3865,7427
3301,7326
175,666
8179,822
3236,1108
7737,11345
8095,9981
1551,11524
3143,1824
1018,24981
552,18486
5376,76
2144,5861
5363,1050
2355,1522
5249,4292
9225,11357
7412,48340
3191,37645
1742,3986
409,2229
889,3263
3571,12180
5798,2945
4280,5766
7091,10616
8355,21454
952,17697
2602,16920
7353,6138
2124,4805
6468,7384
654,12079
2299,45227
4647,4691
3890,17062
6388,14995
2743,16026
1794,31
9532,20163
113,392
2346,1437
1260,790
2257,7399
7709,8298
9968,3136
3859,7682
3287,2968
3732,2740
7050,6100
1381,8190
4141,29826
7939,3018
1304,14604
6291,1234
8571,12118
8396,2835
4647,4691
9523,19191
998,3481
2000,19381
1647,5458
7466,3814
2655,3370
298,4753
8466,40816
2897,14681
6687,2493
7561,3426
1043,314
2571,46943
7674,211
3390,5780
3831,19856
9931,7550
7451,15091
151,10210
3790,20443
7090,2925
3883,1707
840,6672
8471,12784
4376,126
5131,18523
9776,8692
668,6215
3702,2473
4524,373
5315,6042
9577,220
5522,1534
3667,444
1224,2335
9341,2284
2674,511
7875,7846
7807,3922
5572,13870
4562,22246
1720,10215
2967,2005
7133,11128
9394,4365
6357,2356
7316,2750
5677,18410
161,2533
7468,14276
9468,5099
7251,4627
1351,13129
6660,3655
2075,17247
5728,10798
8144,15245
1851,6924
2748,22
8198,1052
6375,7295
4415,3342
7776,7531
8249,12722
8082,201
5352,3345
3942,4450
757,4029
3227,13863
1749,13977
2681,7673
7789,22518
9821,451
5648,18959
4922,5972
9215,12210
8358,10603
2239,36620
4893,16054
4871,18829
6059,16035
713,148
8474,6671
7410,4440
3725,9325
549,2571
9490,457
1869,12612
2400,10745
8590,1938
68,1926
5127,4015
3005,21107
7844,4274
3377,15573
1088,19414
3196,846
7319,943
8197,1084
6424,2241
5421,2485
7230,20241
565,473
5242,9803
2878,5844
1840,1615
810,6051
7588,12812
4079,24664
2055,8571
8811,24741
138,4316
2768,17713
7286,3115
3900,6719
2845,4243
7835,9898
9743,656
4715,7306
6588,10775
8333,4985
1135,7536
8067,7743
1339,23036
8979,8847
7796,400
8779,20476
8527,9452
5116,6391
6976,9163
1303,5326
6889,3475
4206,8726
1869,12612
8483,5335
3436,25818
3709,3402
5645,3113
7377,18794
4140,39383
7700,1786
6188,19641
630,9657
6820,3195
3474,40559
882,3051
9666,2538
7662,5251
625,18318
4381,3332
602,1181
5311,5539
1868,5112
8669,13454
3002,3855
847,34479
6466,81
1781,12443
5726,28217
7934,4493
5109,5046
3382,271
1175,13363
9315,15411
5251,3801
6010,16111
9103,10421
5312,7653
1656,5107
6480,4906
5804,3353
9356,34767
9021,29192
6434,26179
2529,13600
8847,45539
7316,2750
2195,469
6509,14124
4294,20640
2928,6847
3463,10518
5957,488
4796,3867
2133,3979
8959,6081
1995,516
4951,16569
740,2900
7721,10709
2885,5600
5849,8028
7455,5356
4060,7167
1516,24506
9058,3181
6422,702
6971,2021
4370,2854
8078,20070
3452,22039
6526,11521
3787,1095
2473,24406
9312,697
6316,8561
7672,4946
2981,5947
8511,15187
4182,785
7275,3931
1439,22835
7645,4113
3232,5849
2587,11408
6130,1841
2191,19495
4582,4575
1081,3972
9283,712
8655,13007
318,4758
1484,11961
6111,6633
730,8393
9352,1146
5169,13547
7153,5624
6323,15267
5892,28740
5231,34195
6127,23851
2418,567
9018,10310
4952,2110
1731,5487
5334,6249
2625,10896
4712,12369
197,16315
6807,1000
8339,7827
7988,8549
804,6796
7923,87
575,17744
6935,4321
6466,81
1509,26884
4368,762
5749,22265
165,4618
4687,642
3585,20196
2628,2223
5417,2606
2937,37511
7797,3024
2570,11418
9260,7540
41,30696
4154,73
1740,32660
8812,18229
3172,8640
6692,18641
6895,3591
4859,7717
9317,7227
7959,3633
1408,3729
6124,10721
6298,5452
9397,8855
3281,620
573,14735
6324,13621
6568,12768
7039,5882
7834,6395
936,2870
9140,2866
4351,8742
1975,17861
2725,8721
6979,11993
7393,8563
2014,5507
1128,7734
6315,13549
7626,4291
1170,16225
469,58
9366,2970
6334,8690
9994,9771
6059,16035
3229,1241
1205,10080
5376,76
1188,29637
2613,1795
7853,9975
3838,3878
8362,89
7486,3636
4411,17354
1039,1549
406,12000
7802,396
5225,6775
7694,7479
6942,9287
9576,10637
9670,555
6019,8277
2907,4314
3415,7013
4385,8688
4035,17265
9730,8471
2011,13652
1557,22378
6552,1673
7730,6144
4243,1442
6546,17349
141,12632
7472,10255
7751,3124
1869,12612
5012,5212
6716,1771
9722,7854
8850,630
5079,1812
3560,13466
9613,2064
2470,8115
3966,3255
7415,13398
7695,5549
1661,10338
4357,8572
3623,11958
1331,6130
6728,42158
6530,878
1098,6115
1113,15665
6917,5257
828,8656
3125,5649
4827,23739
3732,2740
7207,3842
9070,6450
278,23859
7348,11435
2895,15590
4381,3332
9217,19712
7907,9076
1098,6115
5292,3307
6758,17411
2529,13600
8852,12456
2723,33795
1351,13129
9171,7228
139,1667
9046,4829
832,2244
848,4208
2669,11802
8515,11672
7577,15524
9199,20309
5965,5762
8690,11625
2468,9590
6793,14061
8167,5493
7295,3389
6878,21237
1726,7017
2718,2898
7156,8555
9074,3161
5613,25359
7890,23745
8292,18321
9872,13358
8988,5911
9936,7318
2982,18893
7869,429
5140,11113
5706,6500
9220,8620
4311,3883
5845,17314
4618,4788
1495,5909
6693,4394
7287,8123
6362,10494
622,12623
2838,1481
2327,2215
5665,20592
1658,6780
5473,5702
184,10846
8954,7417
2351,730
1911,884
8024,264
9507,13607
7337,2006
3637,5616
3749,2463
1981,14221
9861,15618
2737,3417
1917,12680
2844,2129
6958,23676
7058,16066
8550,17417
2530,5838
7721,10709
4395,9585
3500,17422
9217,19712
7440,389
787,19554
5579,15225
4415,3342
9977,6765
4259,11988
80,12391
1636,30662
9732,12633
6616,5229
6942,9287
2083,5648
8527,9452
1318,3210
7942,8814
5865,3341
1307,13439
1692,3925
7846,10534
1168,2612
781,15294
6116,421
4012,8217
4092,1703
3174,23427
2562,751
2974,30177
895,636
3309,6758
6475,598
6464,3844
7102,14765
7262,1510
8396,2835
1517,9028
3592,4592
2655,3370
7949,2942
1580,10097
2387,2566
4565,6135
8522,5166
822,25151
9445,2025
9840,18428
8764,15333
1662,2078
1147,19796
6808,654
5860,10742
2315,7532
7590,18986
1976,277
2680,1289
1682,2816
1502,20238
5242,9803
4656,24808
8750,23268
8552,40812
1131,24811
5214,13208
5654,509
4746,447
9962,8500
3523,24460
4690,1623
2617,6561
7824,7752
6270,9507
1356,8415
2389,1285
1144,1814
2178,7659
8186,31045
7336,4873
7295,3389
6200,2079
4835,8238
4103,4648
2061,43752
3502,12744
1693,292
389,3015
6182,11891
9727,3843
1892,8707
7777,2616
736,4730
6994,20759
6329,521
1867,5542
8560,4516
8335,18458
2965,1006
8523,615
1858,2798
4007,3134
7492,3192
6034,742
277,17687
8849,25576
8423,30465
7773,10621
1027,2650
2962,9019
1461,602
4674,6811
9162,1871
6296,11095
8778,2949
7575,13316
6151,898
471,1785
7965,6574
2333,12614
6551,7073
6209,3338
6462,3939
7287,8123
3203,3860
2791,8446
9154,17098
1763,19189
7478,2671
8472,13134
286,8808
5688,10212
2479,3415
7779,174
1722,513
9109,3089
2980,1506
6498,19994
6882,13060
359,8740
9460,9602
8344,41135
5034,2731
4974,21642
992,282
3812,3609
2550,543
7143,25885
4283,4826
6867,4889
5829,38192
7186,523
3076,2896
2291,9751
4473,33636
6279,4043
1435,23098
9980,9867
8042,25925
8913,321
8452,42401
4681,5926
954,4573
7283,9822
2460,5267
2676,14897
6392,11824
5440,2100
9174,19806
9627,3992
5799,154
4986,13804
4323,2610
833,5105
9961,1200
1667,2408
997,1573
8863,7468
5163,5255
1633,1250
5730,30658
7344,5630
8819,7400
8806,4053
5987,11158
3293,21526
1437,2688
7422,14
3273,1713
9479,13425
2688,3487
8077,1137
512,14482
3642,5270
5360,306
9324,14392
2670,17346
8105,20574
4764,22685
1845,25965
4084,9262
6916,14929
6831,3432
4759,24573
4101,4060
3144,4216
6426,4468
1451,15387
2007,10280
1589,28450
3084,8039
4089,1745
8933,1454
