6133,27
5840,22
8650,13
3086,15
8762,17
3413,19
5798,18
6821,15
6920,14
5901,20
7401,12
9907,14
8123,18
9109,22
9687,18
4104,11
5082,14
16,6
1366,16
3010,19
2236,11
2571,19
6714,15
7061,16
7630,21
1947,23
2054,11
4521,18
5684,21
3790,13
4282,15
1817,19
5982,19
2933,19
1256,10
1096,10
2698,15
7054,15
7917,27
9618,16
9307,18
5318,15
9526,12
7430,12
779,30
9213,12
7886,19
5862,24
5581,24
5604,25
5224,11
7817,11
8175,12
1938,16
1230,16
5806,19
237,6
9637,20
327,15
5922,21
3427,18
962,17
7739,22
5761,14
247,10
8995,19
6857,21
2945,13
2401,21
1126,12
8915,19
8060,19
2796,22
8441,10
5490,17
3576,12
4006,23
9728,12
5790,21
5939,17
5332,22
1014,12
109,16
3508,15
9304,20
1339,22
5666,16
9542,13
976,17
2345,22
5464,21
755,23
3307,20
9555,7
2868,18
3554,15
8551,19
6077,18
2851,12
7304,11
7203,17
1767,19
5365,22
0,7
6560,13
7207,13
9928,9
6919,21
3288,15
5718,17
2858,17
8620,24
3084,16
2967,17
8480,13
2388,20
659,13
4146,12
1930,24
7987,21
6492,16
3746,17
5095,14
6151,19
3302,14
7963,23
6058,20
8205,9
4041,21
8909,19
5509,18
7596,21
7028,17
7226,14
3948,15
9941,13
786,19
3876,13
6860,21
4074,20
5946,19
6070,14
2694,17
5382,18
5390,15
1175,13
7771,24
6049,14
1673,16
6053,15
388,15
8165,21
9800,11
5483,19
4317,20
9454,13
3447,14
375,13
7659,16
3840,17
5636,14
9520,10
7788,21
2665,18
3099,16
1737,19
2606,16
3885,14
1965,14
5818,19
7959,14
4264,16
8240,14
7005,20
9646,21
3630,14
4532,19
3769,13
6031,22
6206,18
6175,21
6420,18
723,17
2327,11
8255,12
1392,10
1781,19
8054,21
1767,19
5792,20
1894,21
3756,13
5312,15
6035,14
6421,21
8411,16
7772,17
5379,12
2296,13
6089,21
7549,23
6607,15
353,16
5789,12
9965,17
6352,18
9420,14
4497,16
121,12
1803,24
7055,13
6296,14
4575,27
7779,22
8623,18
2831,9
9171,20
6756,11
885,19
7291,17
2548,19
9132,18
1047,15
4213,15
5167,23
3820,16
2624,21
9291,23
5551,19
1273,11
5380,4
9452,9
4232,12
5734,21
5241,21
4197,16
8438,17
1013,7
8695,19
8559,24
2817,14
2102,14
1208,21
3744,12
9881,17
6183,21
6575,10
5405,15
2940,14
7461,20
9048,18
1840,21
2945,13
6447,16
6053,15
8112,22
6619,14
5030,23
3755,16
8522,13
6303,19
9135,21
7974,15
535,19
1221,17
3215,17
1085,17
9659,19
581,17
6132,19
4571,28
3398,17
8234,7
5779,19
7142,10
4468,14
8314,12
70,20
6225,16
7606,19
3883,16
5273,20
9447,16
6828,15
8072,19
5500,19
1292,9
4691,27
530,14
5047,22
9565,13
3185,22
4182,15
7539,18
73,12
1756,21
7106,12
1158,11
1415,13
7687,18
7290,16
5986,23
7437,17
1876,15
8117,18
932,12
6344,22
6432,25
1002,19
2569,19
4038,20
1237,17
4194,13
9837,12
8065,19
2266,22
5338,22
5709,23
3309,13
2220,10
756,20
9226,17
5406,17
1290,9
6765,10
1831,21
9398,15
3872,16
2989,21
814,16
7911,19
6631,15
3152,19
5349,17
8507,19
7622,22
6281,14
1204,13
4054,19
3635,13
125,16
4444,12
4872,17
4320,10
4282,15
9289,22
2938,18
5972,25
1350,15
2600,19
4544,18
8458,15
1826,18
9950,19
9748,14
8592,20
8133,18
9147,21
8816,22
1122,13
6313,23
6727,9
4105,19
5817,18
8428,15
8965,16
3439,21
1061,15
169,20
3845,15
4696,22
294,15
4642,17
5920,21
966,18
5276,15
1561,18
257,15
1248,17
2911,15
2857,16
5792,20
1369,11
4683,23
2095,20
7470,23
9627,21
228,15
2969,18
4795,21
7703,17
5634,21
1523,8
8160,22
1451,14
6303,19
7125,11
4891,20
7365,17
3646,11
5088,15
8413,17
293,17
9730,15
4334,17
7611,23
5006,13
2247,19
7868,14
2606,16
1511,17
725,19
4751,25
2880,15
1761,22
6846,20
6702,20
7740,25
3426,13
9671,14
2536,27
7481,20
5305,12
4059,21
1994,23
3109,19
362,19
9119,18
4352,14
